年份,特材代碼,特材代碼前五碼,核價類別名稱,中英文品名,產品型號/規格,單位,支付點數,申請者簡稱,許可證字號
111, NES04TT146MR,NES04,同軸庫可取樣針組(同軸導引針+自動軟組織切片針)," “美瑞特”生檢針+""美瑞特""同軸導引針(滅菌)“Merit” Temno Evolution Adjustable Biopsy System+""Merit"" Universal Coaxial Introducer Needle (Sterile)",TT1411;TT1415;TT1420;TT146;TT1611;TT1615;TT1620;TT166;TT1811;TT1815;TT1820;TT186;TT2011;TT2015;TT2020;TT206+PP-1356;13510;156;1510A;1515A;176;1710;1715;196;1910;1915;2010；TT1411;TT1415;TT1420;TT146;TT1611;TT1615;TT1620;TT166;TT1811;TT1815;TT1820;TT186;TT2011;TT2015;TT2020;TT206+PP-1356;13510;156;1510A;1515A;176;1710;1715;196;1910;1915;2010;【擴增產品型號(PP-206;2015);(CTT-2011;2015;2020;1811;1815;1820;1611;1615;1620;1411;1415;1420)自1110101生效】, 組,1350.0,美瑞特,衛部醫器輸字第028990號+衛署醫器輸壹字第000181號
111, NES04C12ABBA,NES04,同軸庫可取樣針組-同軸導引針," ""BARD""BIOPSY NEEDLE SYSTEM-TRUGUIDE COAXIAL BIOPSY NEEDLE""巴德""組織取樣針-同軸組織取樣針*適應證請見備註欄",C121-0;6-A;B;C141-0;6-A;B;C-16;18;20-10;16;20-A;B;C-12;14;16;18;20-13B, EA,816.0,巴德,衛署醫器輸字第007881號
111, NES04TRUGUBA,NES04,同軸庫可取樣針組-同軸導引針, “巴德”楚格拋棄式同軸組織取樣針“ BARD” TRUGUIDE DISPOSABLE COAXIAL BIOPSY NEEDLE,C1210A;C1216A;C1410A;C1416A;C1610A;C1616A;C1620A;C1810A;C1816A;C1820A;C2010A;C2016A;C2020A;C1210B;C1213B;C1216B;C1410B;C1413B;C1416B;C1610B;C1613B;C1616B;C1620B;C1810B;C1813B;C1816B;C1820B;C2010B;C2013B;C2016B;C2020B, 支,816.0,巴德,衛部醫器輸字第028840號
111, NES04MCXS0AG,NES04,同軸庫可取樣針組-同軸導引針," ""亞康恩""同軸導引針 ""ARGON"" CO-AXIAL INTRODUCER NEEDLE*適應症請見備註欄",MCXS1610BP;MCXS1615BP;MCXS1810BP;MCXS1815BP;MCXS1820BP;MCXS2010BY;MCXS2015BY;MCXS1410AX;MCXS1416AX;MCXS1610AX;MCXS1616AX;MCXS1810AX;MCXS1816AX;MCXS1820AX;MCXS2010AY;MCXS2016AY;MCXS1408SX;MCXS1412SX;MCXS1608SX;MCXS1612SX;MCXS1616SX;MCXS1808SX;MCXS1812SX;MCXS1816SX;MCXS2008SY;MCXS2012SY;MCXS2016SY;(MCXS1410BP;MCXS1415BP;MCXS1420BP;MCXS1620BP自1041101生效);(MCXS2020BY自1041101刪除), 支,816.0,春菖,衛署醫器輸字第022774號
111, NES04MCXS1AG,NES04,同軸庫可取樣針組-同軸導引針," ""亞康恩""同軸導引針 ""ARGON"" CO-AXIAL INTRODUCER NEEDLE*適應症請見備註欄",MCXS1409LX;MCXS1415LX;MCXS1609LX;MCXS1615LX;MCXS1809LX;MCXS1815LX;MCXS1820LX;MCXS2009LY;MCXS2015LY;MCXS1410TX;MCXS1416TX;MCXS1610TX;MCXS1616TX;MCXS1810TX;MCXS1816TX;MCXS1820TX;MCXS2010TY;MCXS1410MX;MCXS1416MX;MCXS1610MX;MCXS1616MX;MCXS1810MX;MCXS1816MX;MCXS1820MX;MCXS2010MY;MCXS2016MY;(MCXS1420LX;MCXS1620LX;MCXS2016TY;MCXS2020LY自1041101生效), 支,816.0,春菖,衛署醫器輸字第022774號
111, NES041356NMR,NES04,同軸庫可取樣針組-同軸導引針," ""美瑞特""同軸導引針(滅菌)""MERIT"" UNIVERSAL COAXIAL INTRODUCER NEEDLE (STERILE)",PP-1356;13510;156;1510A;1515A;176;1710;1715;196;1910;1915;2010, 支,816.0,美瑞特,衛署醫器輸壹字第000181號
111, RRB01TB000EF,RRB01,肺容量訓練器/SET," ""貝斯美德""誘發型肺量計""BESMED"" INCENTIVE SPIROMETER",TB-93250;TB-93500, EA,140.0,貝斯美德,衛署醫器製字第003427號
111, RRB0219009TX,RRB02,肺容量訓練器/SET, 泰利福”誘發性肺量計“TELEFLEX” INCENTIVE SPIROMETERS-VOLDYNE5000*給付規定請見備註欄,8884719009, EA,140.0,科舉,衛署醫器輸字第023941號
111, RRB0219025TX,RRB02,肺容量訓練器/SET, 泰利福”誘發性肺量計“TELEFLEX” INCENTIVE SPIROMETERS-VOLDYNE2500*給付規定請見備註欄,8884719025, EA,140.0,科舉,衛署醫器輸字第023941號
111, RRB02N4301GF,RRB02,肺容量訓練器/SET," ""崇仁"" 肺量計及配件""GALEMED"" SPIROMETER AND ACCESSORY",4301, 個,140.0,崇仁科技,衛署醫器製字第001445號
111, RRB0293100EF,RRB02,肺功能運動訓練器/SET," ""貝斯美德"" 誘發型肺量計""BESMED"" INCENTIVE SPIROMETER",TB-93100, EA,177.0,貝斯美德,衛署醫器製字第003427號
111, RRB0117301TX,RRB01,肺功能運動訓練器/SET, 泰利福”誘發性肺量計“TELEFLEX” INCENTIVE SPIROMETERS-TRIFLO*給付規定請見備註欄,8884717301, EA,177.0,科舉,衛署醫器輸字第023941號
111, RRB024311NGF,RRB02,肺功能運動訓練器/SET," ”崇仁”三球式呼吸訓練器""及配件GALEMED""TRI-BALLS INCENTIVE SPIROMETER AND ACCESSORY*適應症請見備註欄",4311, EA,177.0,崇仁,衛署醫器製字第002110號
111, SAC0127524S7,SAC01,微血管吻合系統-套環(2.0-3.0mm), “司諾維思”微血管吻合系統-套環(2.0-3.0MM)“SYNOVIS” GEM MICROVASCULAR ANASTOMOTIC COUPLER SYSTEM-COUPLER(2.0-3.0MM),GEM2752;GEM2753;GEM2754, 組,10785.0,吉時洋行,衛部醫器輸字第025331號
111, SAS06DP0SRQW,SAS06,皮膚自動縫合器附不繡鋼縫釘/35針窄針," ""台灣先進"" 拋棄式皮膚縫合器(滅菌)""TAIWAN SURGICAL"" DISPOSABLE SKIN STAPLER (STERILE)",DP0S1-SR, 個,173.0,台灣先進,衛部醫器製壹字第005682號
111, SAS06PMR35JJ,SAS06,皮膚自動縫合器附不繡鋼縫釘/35針窄針, REGULAR 35R MULTI-DIRECTION SKIN STAPLER※適應症請見備註欄,PMR35, EA,173.0,壯生,衛署醫器輸壹字第000676號
111, SAS06803522C,SAS06,皮膚自動縫合器附不繡鋼縫釘/35針窄針," ""柯惠""可拆除式皮膚縫合釘(滅菌) ""COVIDIEN"" REMOVABLE SKIN STAPLE (STERILE)",Dec-35, EA,173.0,美敦力,衛部醫器輸壹字第013394號
111, SAS0652813TX,SAS06,皮膚自動縫合器附不繡鋼縫釘/35針窄針," ""泰利芙斯""維瑟斯特可拆除式皮膚縫合釘""TELEFLEX MEDICAL""VISISTAT REMOVABLE SKIN STAPLE(35 REGULAR)*適應症請見備註欄",528135, EA,173.0,泰利福,衛署醫器輸壹字第009844號
111, SAS06DP0SWQW,SAS06,皮膚自動縫合器附不繡鋼縫釘/35針寬針," ""台灣先進"" 拋棄式皮膚縫合器(滅菌)""TAIWAN SURGICAL"" DISPOSABLE SKIN STAPLER (STERILE)",DP0S1-SW, 個,210.0,台灣先進,衛部醫器製壹字第005682號
111, SAS06PMW35JJ,SAS06,皮膚自動縫合器附不繡鋼縫釘/35針寬針, WIDE 35W MULTI-DIRECTION SKIN STAPLER※適應症請見備註欄,PMW35, EA,210.0,壯生,衛署醫器輸壹字第000676號
111, SAS06SK35WKX,SAS06,皮膚自動縫合器附不繡鋼縫釘/35針寬針," ""凱棣""可拆除式皮膚縫合釘(滅菌) ""KAYDEE"" REMOVABLE SKIN STAPLE (STERILE)-35寬針",SSK-35W, 個,210.0,玖俞,衛署醫器陸輸壹字第001716號
111, SAS06548872C,SAS06,皮膚自動縫合器附不繡鋼縫釘/35針寬針," ""柯惠""可拆除式皮膚縫合釘(滅菌) ""COVIDIEN"" REMOVABLE SKIN STAPLE (STERILE))",054887;8037-12, EA,210.0,美敦力,衛部醫器輸壹字第013394號
111, SAS0652823TX,SAS06,皮膚自動縫合器附不繡鋼縫釘/35針寬針," ""泰利芙斯""維瑟斯特可拆除式皮膚縫合釘""TELEFLEX MEDICAL""VISISTAT REMOVABLE SKIN STAPLE(35 WIDE)*適應症請見備註欄",528235, EA,210.0,泰利福,衛署醫器輸壹字第009844號
111, SAS06FSS31U7,SAS06,皮膚自動縫合器附不繡鋼縫釘/35針寬針," ""普威""拋棄式皮膚縫合器(滅菌)-寬釘""UNIMAX""DISPOSABLE SKIN STAPLER(STERILE)",FSS312000, 個,210.0,普威國際,衛部醫器製壹字第005859號
111, SAS02NTLC5ET,SAS02,腸胃自動縫合器附釱金屬縫釘/55MM，釘腿3.5MM," ""愛惜康""直線形切割縫合器和可調節釘匣""ETHICON ENDO-SURGERY""LINEAR CUTTER 55MM AND SELECTABLE CARTRIDGE/RELOADS(55MM)",NTLC55 & SR55, EA,2403.0,壯生,衛署醫器輸字第022206號
111, SAS02TCT55JJ,SAS02,腸胃自動縫合器附釱金屬縫釘/55MM，釘腿3.5MM, LINEAR CUTTER SAFETY LOCKOUT 55MM 腸胃自動縫合器 ※適應症請見備註欄,TCT55;TCT75, EA,2403.0,壯生,衛署醫器輸字第007702號
111, SAS02TLC55JJ,SAS02,腸胃自動縫合器附釱金屬縫釘/55MM，釘腿3.5MM, TITANIUM LINEAR CUTTER 55MM 腸胃自動縫合器 55MM ※適應症請見備註欄,TLC55, EA,2403.0,壯生,衛署醫器輸字第007702號
111, SAS02NTLC7ET,SAS02,腸胃自動縫合器附鈦金屬縫釘/75MM，釘腿3.5MM," ""愛惜康""直線形切割縫合器和可調節釘匣""ETHICON ENDO-SURGERY""LINEAR CUTTER 75MM AND SELECTABLE CARTRIDGE/RELOADS(75MM)",NTLC75 & SR75, EA,2459.0,壯生,衛署醫器輸字第022206號
111, SAS02TLC75JJ,SAS02,腸胃自動縫合器附鈦金屬縫釘/75MM，釘腿3.5MM, LINEAR CUTTER SAFETY LOCKOUT 75MM 腸胃自動縫合器 ※適應症請見備註欄,TLC75, EA,2459.0,壯生,衛署醫器輸字第007702號
111, SAS02SLCE8EG,SAS02,腸胃自動縫合器附鈦金屬縫釘/75MM，釘腿3.5MM, “逸思蘇州”一次性使用直線型切割吻合器及釘倉“EZISURG SUZHOU” LINEAR CUTTER STAPLERS AND LOADING UNITS FOR SINGLE USE,(SLCE60W+SLCC60W);(SLCE60B+SLCC60B);(SLCE60G+SLCC60G);(SLCE80B+SLCC80B);(SLCE80G+SLCC80G);(SLCE100B+SLCC100B);(SLCE100G+SLCC100G), 支,2459.0,邵博士顧問有限公司,衛部醫器陸輸字第001112號
111, SAS026025S2C,SAS02,腸胃自動縫合器附鈦金屬縫釘/75MM，釘腿3.5MM," ""柯惠""GIA自動手術縫合器 ""COVIDIEN""AUTO SUTURE MULTIFIRE GIA DISPOSABLE SURGICAL STAPLER *適應症請見備註欄",GIA6025S;GIA6038S;GIA6048S;GIA8038S;GIA8048S;GIA6025L;GIA6038L;GIA6048L;GIA8038L;GIA8048L(GIA6025L;GIA6038L;GIA6048L;GIA8038L;GIA8048L自1060101刪除), 支,2459.0,美敦力,衛署醫器輸字第006799號
111, SAS026038S2C,SAS02,腸胃自動縫合器附鈦金屬縫釘/75MM，釘腿3.5MM," ""柯惠""自動手術縫合器及縫合釘匣""COVIDIEN""GIA AUTO SUTURE STAPLER AND LOADING UNIT WITH DST SERIES TECHNOLOGY",GIA-60-25-S;GIA-60;80;100-38;48-S, 支,2459.0,美敦力,衛部醫器輸字第034006號
111, SAS03CDHXAET,SAS03,端對端自動縫合器附鈦金屬縫釘/彎型，21-33MM, 愛惜康彎型管腔吻合器ETHICON ENDO-SURGERY CURVED INTRALUMINAL STAPLERS(ILS)21，25，29，33MM,CDH21A;CDH25A;CDH29A;CDH33A, EA,5196.0,壯生,衛署醫器輸字第022168號
111, SAS03SCS25EG,SAS03,端對端自動縫合器附鈦金屬縫釘/彎型，21-33MM, “逸思蘇州”一次性使用管型吻合器“EZISURG SUZHOU” CIRCULAR STAPLERS FOR SINGLE USE,SCS2135;SCS2148;SCS2535;SCS2548;SCS2935;SCS2948;SCS3148;SCS3348, 支,5196.0,邵博士顧問有限公司,衛部醫器陸輸字第001116號
111, SAS03PCEAC2C,SAS03,端對端自動縫合器附鈦金屬縫釘/彎型，21-33MM, “柯惠”彎型端對端自動縫合器“COVIDIEN” PREMIUM PLUS CEEA SINGLE USE CIRCULAR STAPLER,111981;111983;111985;111987;111989, 支,5196.0,美敦力,衛部醫器陸輸字第000610號
111, SAS03SDHXAET,SAS03,端對端自動縫合器附鈦金屬縫釘/直型，21-33MM, 愛惜康直線型管腔吻合器ETHICON ENDO-SURGERY STRAIGHT INTRALUMINAL STAPLERS(ILS)21，25，29，33MM,SDH21A;SDH25A;SDH29A;SDH33A, EA,5196.0,壯生,衛署醫器輸字第022168號
111, SAST4DSTEA2C,SAST4,端對端吻合器," ""柯惠""端對端環形吻合器""Covidien"" EEA AUTO CIRCULAR STAPLER WITH DST SERIES TECHNOLOGY",EEA21;25;28;31;33;2135;2535;2835;EEAXL21;25;28;31;33;2135;2535;2835, 組,11588.0,美敦力,衛署醫器輸字第016787號
111, SAST4RV1LA2C,SAST4,端對端吻合器-經口輸送導管, “柯惠”經口圓形吻合釘砧導引系統 “COVIDIEN” EEA ORVIL AUTO SUTURE TRANSORAL CIRCULAR STAPLER ANVIL WITH ADVANCING PROXIMAL GUIDE SUTURE,EEAORVIL21A;EEAORVIL25A, 組,8438.0,美敦力,衛部醫器輸字第029630號
111, SAU07ECR35ET,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)30mm～44mm(4排釘/6排釘)," ""愛惜康""愛喜龍可彎式高階定位電動血管縫合器-縫合釘""ETHICON""ECHELON FLEX POWERED VASCULAR STAPLER-RELOAD",VASECR35, 支,4000.0,壯生,衛部醫器輸字第027803號
111, SAU07SR30BEG,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)30mm～44mm(4排釘/6排釘), “逸思蘇州”一次性腔鏡用旋轉型直線切割吻合器及釘匣-釘匣(30MM)“EZISURG SUZHOU” ENDOSCOPIC LINEAR CUTTING STAPLERS AND LOADING UNITS FOR SINGLE USE-LOADING UNITS(30MM),SL30W;SL30B;SR30W;SR30B, 支,4000.0,邵博士顧問有限公司,衛部醫器陸輸字第001119號
111, SAU07304162C,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)30mm～44mm(4排釘/6排釘)," ""柯惠"" ＧＩＡ自動手術縫合器-縫合釘匣""Covidien"" AUTO SUTURE MULTIFIRE GIA DISPOSABLE SURGICAL STAPLER-STAPLE",030416;030418;030419, EA,4000.0,美敦力,衛署醫器輸字第006799號
111, SAU07304502C,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)30mm～44mm(4排釘/6排釘)," ""柯惠""GIA自動手術縫合器-旋轉式釘匣(30MM)""Covidien"" AUTO SUTURE MULTIFIRE GIA DISPOSABLE SURGICAL STAPLER-ROTICULATOR CARTRIDGE 30MM STAPLE",030450;030451;030452(030451自1060901刪除), 支,4000.0,美敦力,衛署醫器輸字第006799號
111, SAU07304512C,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)30mm～44mm(4排釘/6排釘)," ""柯惠""旋轉式內視鏡胃腸自動吻合釘匣""COVIDIEN""AUTO SUTURE ENDO GIA UNIVERSAL ROTICULATOR SINGLE USE LOADING UNIT",30451, EA,4000.0,美敦力,衛署醫器輸字第017044號
111, SAU07304522C,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)30mm～44mm(4排釘/6排釘), “柯惠”內視鏡縫合釘匣(30MM)“COVIDIEN” ENDO GIA UNIVERSAL LOADING UNIT(30MM),030450;030451;030452, 支,4000.0,美敦力,衛部醫器輸字第030842號
111, SAU07308052C,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)30mm～44mm(4排釘/6排釘)," ""柯惠"" 內視鏡ＧＩＡ自動手術縫合器及縫合釘-縫合釘匣""COVIDIEN"" AUTO SUTURE MULTIFIRE ENDO GIA DISPOSABLE SURGICAL STAPLER AND DISPOSABLE LOADING UNITS - LOADING UNITS",030805L;030807L, EA,4000.0,美敦力,衛署醫器輸字第006920號
111, SAU07TRS30M4,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)30mm～44mm(4排釘/6排釘), “柯惠”內視鏡自動手術縫合釘(TRI-STAPLE 30MM)“COVIDIEN” ENDO GIA RELOADS WITH TRI-STAPLE TECHNOLOGY(TRI-STAPLE 30MM),EGIA30AMT;EGIA30AVM, 支,4000.0,美敦力,衛署醫器輸字第024928號
111, SAU07ECR45ET,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘)," ""愛惜康""愛喜龍45安德派思縫合釘"" Ethicon"" ECHELON 45 ENDOPATH Endoscopic Linear Cutters and Reloads-STAPLE",ECR45W;ECR45B;ECR45D;ECR45G;(ECR45M自99.1.1生效), 支,4843.0,壯生,衛署醫器輸字第019742號
111, SAU07GST45ET,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘), “愛惜康”愛喜龍加強型可彎式電動腔鏡直線型切割縫合器-縫合釘“ETHICON” ECHELON FLEX POWERED PLUS ARTICULATING ENDOSCOPIC LINEAR CUTTER-RELOAD,GST45W;GST45B;GST45D;GST45G;GST45T, 支,4843.0,壯生,衛部醫器輸字第030353號
111, SAU07TR45BET,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘)," ""愛惜康""安德派思切割縫合釘""ETHICON"" ENDOPATH ENDOSCOPIC LINEAR CUTTER RELOADING UNIT-STAPLE",TR45G;TR45B;TR45W;6R45B;ZR45G;ZR45B;(6R45M自97/10/1生效), 支,4843.0,壯生,衛署醫器輸字第006934號
111, SAU07SDU45EG,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘), “逸思蘇州”一次性腔鏡切割吻合器及釘匣-縫合釘匣(45MM)“EZISURG SUZHOU” ENDOSCOPIC LINEAR CUTTING STAPLERS AND LOADING UNITS FOR SINGLE USE-LOADING UNIT(45MM),SDU45W;SDU45B;SDU45G, 支,4843.0,邵博士顧問有限公司,衛部醫器陸輸字第001113號
111, SAU07SR45BEG,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘), “逸思蘇州”一次性腔鏡用旋轉型直線切割吻合器及釘匣-釘匣(45MM)“EZISURG SUZHOU” ENDOSCOPIC LINEAR CUTTING STAPLERS AND LOADING UNITS FOR SINGLE USE-LOADING UNITS(45MM),SL45W;SL45B;SL45C;SL45G;SR45W;SR45B;SR45C;SR45G, 支,4843.0,邵博士顧問有限公司,衛部醫器陸輸字第001119號
111, SAU07304262C,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘)," ""柯惠"" ＧＩＡ自動手術縫合器-縫合釘匣""Covidien"" AUTO SUTURE MULTIFIRE GIA DISPOSABLE SURGICAL STAPLER-STAPLE",030426;030425;030422;030423, 支,4843.0,美敦力,衛署醫器輸字第006799號
111, SAU07304532C,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘)," ""柯惠""GIA自動手術縫合器-旋轉式釘匣(45MM)""COVIDIEN"" AUTO SUTURE MULTIFIRE GIA DISPOSABLE SURGICAL STAPLER-ROTICULATOR CARTRIDGE-45MM STAPLE",030453;030454;030455;030456, 支,4843.0,美敦力,衛署醫器輸字第006799號
111, SAU07304542C,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘), “柯惠”內視鏡縫合釘匣(45MM)“COVIDIEN” ENDO GIA UNIVERSAL LOADING UNIT(45MM),030453;030454;030455;030456, 支,4843.0,美敦力,衛部醫器輸字第030842號
111, SAU07TR45GM4,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘), “柯惠”內視鏡自動手術縫合釘(TRI-STAPLE 45MM)“COVIDIEN” ENDO GIA RELOADS WITH TRI-STAPLE TECHNOLOGY(TRI-STAPLE 45MM),EGIA45AV, 支,4843.0,美敦力,衛署醫器輸字第024928號
111, SAU07TRS45M4,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘), “柯惠”內視鏡自動手術縫合槍及縫合釘-縫合釘(TRI-STAPLE 45MM)“COVIDIEN” ENDO GIA ULTRA UNIVERSAL， UNIVERSAL SHORT， AND UNIVERSAL XL SINGLE USE STAPLERS(TRI-STAPLE 45MM),EGIA45AVM;EGIA45AMT, 支,4843.0,美敦力,衛署醫器輸字第022861號
111, SAU07CEC45J8,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘)," "" 南京邁迪欣"" 一次性使用旋轉切割吻合器-45MM縫合釘匣"" Nanjing Maidixin"" Disposable Linear Cutter for Endoscope Use-45MM STAPLE",MLCEC-45B, 支,4843.0,鴻泰,衛署醫器陸輸字第000309號
111, SAU07CFC45J8,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘)," "" 南京邁迪欣"" 一次性使用旋轉切割吻合器-45MM縫合釘匣"" Nanjing Maidixin"" Disposable Linear Cutter for Endoscope Use-45MM STAPLE",MLCFC-45B, 支,4843.0,鴻泰,衛署醫器陸輸字第000309號
111, SAU07NAQ45J8,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘)," ""南京邁迪欣""一次性階梯型腔鏡切割吻合器和釘倉-縫合釘(TRI-STAPLE;CURVED TIP 45MM)""NANJING MAIDIXIN""DISPOSABLE LINEAR CUTTER FOR ENDOSCOPE AND CARTRIDGE(TRI-STAPLE)",(MLCNC-45 b-白;紫);(MLCQC-45 b-白;紫), 支,4843.0,鴻泰,衛部醫器陸輸字第000908號
111, SAU07ECR60ET,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘)," ""愛惜康""愛喜龍安德派思縫合釘""ETHICON"" ECHELON 60 ENDOPATH STAPLER-STAPLE",ECR60W;ECR60B;ECR60D;ECR60G;(ECR60M101/1/1新增型號);(ECR60T自102/1/1生效), 支,5891.0,壯生,衛署醫器輸字第016737號
111, SAU07GST60ET,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘), “愛惜康”愛喜龍加強型可彎式電動腔鏡直線型切割縫合器-縫合釘ETHICON” ECHELON FLEX POWERED PLUS ARTICULATING ENDOSCOPIC LINEAR CUTTER-RELOAD,GST60W;GST60B;GST60D;GST60G;GST60T, 支,5891.0,壯生,衛部醫器輸字第027964號
111, SAU07SDU60EG,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘), “逸思蘇州”一次性腔鏡切割吻合器及釘匣-縫合釘匣(60MM)“EZISURG SUZHOU” ENDOSCOPIC LINEAR CUTTING STAPLERS AND LOADING UNITS FOR SINGLE USE-LOADING UNIT(60MM),SDU60B;SDU60G, 支,5891.0,邵博士顧問有限公司,衛部醫器陸輸字第001113號
111, SAU07SR60BEG,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘), “逸思蘇州”一次性腔鏡用旋轉型直線切割吻合器及釘匣-釘匣(60MM)“EZISURG SUZHOU” ENDOSCOPIC LINEAR CUTTING STAPLERS AND LOADING UNITS FOR SINGLE USE-LOADING UNITS(60MM),SL660W;SL60B;SL60C;SL60G;SR60W;SR60B;SR60C;SR60G, 支,5891.0,邵博士顧問有限公司,衛部醫器陸輸字第001119號
111, SAU07304122C,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘)," ""柯惠"" ＧＩＡ自動手術縫合器-縫合釘匣""Covidien"" AUTO SUTURE MULTIFIRE GIA DISPOSABLE SURGICAL STAPLER-STAPLE",030412;030414;030415, 支,5891.0,美敦力,衛署醫器輸字第006799號
111, SAU07304562C,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘)," ""柯惠""GIA自動手術縫合器-旋轉式釘匣(60MM)""COVIDIEN"" AUTO SUTURE MULTIFIRE GIA DISPOSABLE SURGICAL STAPLER-ROTICULATOR CARTRIDGE-60MM STAPLE",030457;030458;030459, 支,5891.0,美敦力,衛署醫器輸字第006799號
111, SAU07304572C,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘), “柯惠”內視鏡縫合釘匣(60MM)“COVIDIEN” ENDO GIA UNIVERSAL LOADING UNIT(60MM),030457;030458;030459, 支,5891.0,美敦力,衛部醫器輸字第030842號
111, SAU07TRS60M4,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘), “柯惠”內視鏡自動手術縫合槍及縫合釘-縫合釘(TRI-STAPLE 60MM)“COVIDIEN” ENDO GIA ULTRA UNIVERSAL， UNIVERSAL SHORT， AND UNIVERSAL XL SINGLE USE STAPLERS(TRI-STAPLE 60MM),EGIA60AVM;EGIA60AMT, 支,5891.0,美敦力,衛署醫器輸字第022861號
111, SAU07CEC60J8,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘)," "" 南京邁迪欣"" 一次性使用旋轉切割吻合器-60MM縫合釘匣"" Nanjing Maidixin""  Disposable Linear Cutter for Endoscope Use-60MM STAPLE",MLCEC-60B, 支,5891.0,鴻泰,衛署醫器陸輸字第000309號
111, SAU07CFC60J8,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘)," ""南京邁迪欣""一次性使用旋轉切割吻合器-60MM縫合釘匣""Nanjing Maidixin"" Disposable Linear Cutter for Endoscope Use-60MM STAPLE",MLCFC-60B, 支,5891.0,鴻泰,衛署醫器陸輸字第000309號
111, SAU07NAQ60J8,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘)," ""南京邁迪欣""一次性階梯型腔鏡切割吻合器和釘倉-縫合釘(TRI-STAPLE;CURVED TIP 60MM)""NANJING MAIDIXIN""DISPOSABLE LINEAR CUTTER FOR ENDOSCOPE AND CARTRIDGE(TRI-STAPLE)",(MLCNC-60 b-白;紫;黑);(MLCQC-60 b-白;紫), 支,5891.0,鴻泰,衛部醫器陸輸字第000908號
111, SAU08ECFLEET,SAU08,直線型自動縫合器," ""愛惜康""愛喜龍弗雷斯安德派思可彎式縫合器""ECHELON""FLEX ENDOPATH STAPLER ARTICULATING ENDOSCOPIC LINEAR CUTTER",EC45A;EC45AL;SC45A;EC60A;SC60A;LONG60A, 支,9000.0,壯生,衛署醫器輸字第020468號
